"id","firstname","midname","lastname","ftin","feet","inches","meters","gender"
"1442","Cher",,,"5ft 6in","5","6.000","1.676400","F"
"1443","Maggie",,"Cheung","5ft 6in","5","6.000","1.676400","F"
"1444","Melanie",,"Chisholm","5ft 6in","5","6.000","1.676400","F"
"1445","Hamish",,"Clark","5ft 6in","5","6.000","1.676400","M"
"1446","Hillary","Rodham","Clinton","5ft 6in","5","6.000","1.676400","F"
"1447","Phil",,"Collins","5ft 6in","5","6.000","1.676400","M"
"1448","Perry",,"Como","5ft 6in","5","6.000","1.676400","M"
"1449","Tulisa",,"Contostavlos","5ft 6in","5","6.000","1.676400",
"1450","Kevin",,"Conway","5ft 6in","5","6.000","1.676400","M"
"1451","Brady",,"Corbet","5ft 6in","5","6.000","1.676400","M"
"1452","Marion",,"Cotillard","5ft 6in","5","6.000","1.676400","F"
"1453","Fearne",,"Cotton","5ft 6in","5","6.000","1.676400",
"1454","Eliza",,"Coupe","5ft 6in","5","6.000","1.676400","F"
"1455","Christina",,"Cox","5ft 6in","5","6.000","1.676400","F"
"1456","Nikki",,"Cox","5ft 6in","5","6.000","1.676400","F"
"1457","Jonny",,"Coyne","5ft 6in","5","6.000","1.676400","M"
"1458","Macaulay",,"Culkin","5ft 6in","5","6.000","1.676400",
"1459","Erin",,"Cummings","5ft 6in","5","6.000","1.676400","F"
"1460","Kaley",,"Cuoco","5ft 6in","5","6.000","1.676400","F"
"1461","Tawny",,"Cypress","5ft 6in","5","6.000","1.676400","F"
"1462","D'Angelo",,,"5ft 6in","5","6.000","1.676400",
"1463","Tyne",,"Daly","5ft 6in","5","6.000","1.676400",
"1464","Viola",,"Davis","5ft 6in","5","6.000","1.676400","F"
"1465","Charlie",,"Day","5ft 6in","5","6.000","1.676400","F"
"1466","Doris",,"Day","5ft 6in","5","6.000","1.676400","F"
"1467","Chris","De","Burgh","5ft 6in","5","6.000","1.676400","F"
"1468","Drea","De","Matteo","5ft 6in","5","6.000","1.676400","F"
"1469","Portia","De","Rossi","5ft 6in","5","6.000","1.676400","F"
"1470","Lana","Del","Rey","5ft 6in","5","6.000","1.676400","F"
"1471","Catherine",,"Deneuve","5ft 6in","5","6.000","1.676400","F"
"1472","Bruce",,"Dickinson","5ft 6in","5","6.000","1.676400","M"
"1473","Dido",,,"5ft 6in","5","6.000","1.676400","F"
"1474","Charlie",,"Dimmock","5ft 6in","5","6.000","1.676400","F"
"1475","Traci",,"Dinwiddie","5ft 6in","5","6.000","1.676400","F"
"1476","Elisa",,"Donovan","5ft 6in","5","6.000","1.676400","F"
"1477","Tiffany",,"Dupont","5ft 6in","5","6.000","1.676400","F"
"1478","Ms",,"Dynamite","5ft 6in","5","6.000","1.676400",
"1479","Lisa",,"Edelstein","5ft 6in","5","6.000","1.676400","F"
"1480","Abby",,"Elliott","5ft 6in","5","6.000","1.676400","F"
"1481","Jennifer",,"Ellison","5ft 6in","5","6.000","1.676400","F"
"1482","Sam",,"Faiers","5ft 6in","5","6.000","1.676400","F"
"1483","Peter",,"Falk","5ft 6in","5","6.000","1.676400","M"
"1484","Vera",,"Farmiga","5ft 6in","5","6.000","1.676400","F"
"1485","Farrah",,"Fawcett","5ft 6in","5","6.000","1.676400","F"
"1486","Tamara",,"Feldman","5ft 6in","5","6.000","1.676400","F"
"1487","Vanessa",,"Ferlito","5ft 6in","5","6.000","1.676400","F"
"1488","Flava",,"Flav","5ft 6in","5","6.000","1.676400",
"1489","Dexter",,"Fletcher","5ft 6in","5","6.000","1.676400","M"
"1490","Bridget",,"Fonda","5ft 6in","5","6.000","1.676400","F"
"1491","Kate",,"Ford","5ft 6in","5","6.000","1.676400","F"
"1492","Willa",,"Ford","5ft 6in","5","6.000","1.676400","F"
"1493","Al",,"Franken","5ft 6in","5","6.000","1.676400","M"
"1494","Mira",,"Furlan","5ft 6in","5","6.000","1.676400","F"
"1495","Bruno",,"Ganz","5ft 6in","5","6.000","1.676400","M"
"1496","Melissa",,"George","5ft 6in","5","6.000","1.676400","F"
"1497","Susan",,"George","5ft 6in","5","6.000","1.676400","F"
"1498","Deborah",,"Gibson","5ft 6in","5","6.000","1.676400","F"
"1499","Leah",,"Gibson","5ft 6in","5","6.000","1.676400","F"
"1500","Michelle",,"Goh","5ft 6in","5","6.000","1.676400","F"
"1501","Eva",,"Green","5ft 6in","5","6.000","1.676400","F"
"1502","Lucy",,"Griffiths","5ft 6in","5","6.000","1.676400","F"
"1503","Sienna",,"Guillory","5ft 6in","5","6.000","1.676400","F"
"1504","Luis",,"Guzman","5ft 6in","5","6.000","1.676400","M"
"1505","Buddy",,"Hackett","5ft 6in","5","6.000","1.676400","M"
"1506","Esther",,"Hall","5ft 6in","5","6.000","1.676400","F"
"1507","Richard",,"Hammond","5ft 6in","5","6.000","1.676400","M"
"1508","Valerie",,"Harper","5ft 6in","5","6.000","1.676400","F"
"1509","Danneel",,"Harris","5ft 6in","5","6.000","1.676400",
"1510","Teri",,"Hatcher","5ft 6in","5","6.000","1.676400","F"
"1511","Goldie",,"Hawn","5ft 6in","5","6.000","1.676400","F"
"1512","Rita",,"Hayworth","5ft 6in","5","6.000","1.676400","F"
"1513","Keeley",,"Hazell","5ft 6in","5","6.000","1.676400","F"
"1514","Tim",,"Healy","5ft 6in","5","6.000","1.676400","M"
"1515","Bella",,"Heathcote","5ft 6in","5","6.000","1.676400","F"
"1516","Amelia",,"Heinle","5ft 6in","5","6.000","1.676400","F"
"1517","Amelia",,"Heinle","5ft 6in","5","6.000","1.676400","F"
"1518","Missy",,"Higgins","5ft 6in","5","6.000","1.676400","F"
"1519","Melanie",,"Hill","5ft 6in","5","6.000","1.676400","F"
"1520","Rebecca",,"Holden","5ft 6in","5","6.000","1.676400","F"
"1521","Matthew",,"Horne","5ft 6in","5","6.000","1.676400","M"
"1522","Kate",,"Hudson","5ft 6in","5","6.000","1.676400","F"
"1523","Rachel","Hurd","Wood","5ft 6in","5","6.000","1.676400","F"
"1524","Michael",,"Hurst","5ft 6in","5","6.000","1.676400","M"
"1525","Monica",,"Irimia","5ft 6in","5","6.000","1.676400","F"
"1526","Louise",,"Jameson","5ft 6in","5","6.000","1.676400","F"
"1527","Ron",,"Jeremy","5ft 6in","5","6.000","1.676400","F"
"1528","Jin",,,"5ft 6in","5","6.000","1.676400","F"
"1529","Lil",,"Jon","5ft 6in","5","6.000","1.676400",
"1530","Alex",,"Jones","5ft 6in","5","6.000","1.676400","F"
"1531","January",,"Jones","5ft 6in","5","6.000","1.676400",
"1532","Julia",,"Jones","5ft 6in","5","6.000","1.676400","F"
"1533","Buster",,"Keaton","5ft 6in","5","6.000","1.676400","M"
"1534","Kate",,"Kelton","5ft 6in","5","6.000","1.676400","F"
"1535","Deborah",,"Kerr","5ft 6in","5","6.000","1.676400","F"
"1536","Margot",,"Kidder","5ft 6in","5","6.000","1.676400","F"
"1537","Yun","Jin","Kim","5ft 6in","5","6.000","1.676400","F"
"1538","T.R.",,"Knight","5ft 6in","5","6.000","1.676400",
"1539","Beyonce",,"Knowles","5ft 6in","5","6.000","1.676400",
"1540","Walter",,"Koenig","5ft 6in","5","6.000","1.676400","M"
"1541","Stepfanie",,"Kramer","5ft 6in","5","6.000","1.676400",
"1542","Diane",,"Kruger","5ft 6in","5","6.000","1.676400","F"
"1543","David",,"Krumholtz","5ft 6in","5","6.000","1.676400","M"
"1544","Burt",,"Kwouk","5ft 6in","5","6.000","1.676400","M"
"1545","Dichen",,"Lachman","5ft 6in","5","6.000","1.676400",
"1546","Alan",,"Ladd","5ft 6in","5","6.000","1.676400","M"
"1547","Robia",,"LaMorte","5ft 6in","5","6.000","1.676400",
"1548","Juliet",,"Landau","5ft 6in","5","6.000","1.676400","F"
"1549","Kate",,"Lawler","5ft 6in","5","6.000","1.676400","F"
"1550","Peggy",,"Lee","5ft 6in","5","6.000","1.676400","F"
"1551","Rachelle",,"Lefevre","5ft 6in","5","6.000","1.676400","F"
"1552","Kristin",,"Lehman","5ft 6in","5","6.000","1.676400","F"
"1553","Al",,"Leong","5ft 6in","5","6.000","1.676400","M"
"1554","Gary",,"Lewis","5ft 6in","5","6.000","1.676400","M"
"1555","Juliette",,"Lewis","5ft 6in","5","6.000","1.676400","F"
"1556","Jet",,"Li","5ft 6in","5","6.000","1.676400",
"1557","Jeff",,"Licon","5ft 6in","5","6.000","1.676400","M"
"1558","LisaRaye",,,"5ft 6in","5","6.000","1.676400",
"1559","Peyton",,"List","5ft 6in","5","6.000","1.676400","F"
"1560","Cee",,"Lo","5ft 6in","5","6.000","1.676400",
"1561","George",,"Lucas","5ft 6in","5","6.000","1.676400","M"
"1562","Isabel",,"Lucas","5ft 6in","5","6.000","1.676400","F"
"1563","Shauna",,"Macdonald","5ft 6in","5","6.000","1.676400","F"
"1564","Leslie",,"Mann","5ft 6in","5","6.000","1.676400","F"
"1565","Julianna",,"Margulies","5ft 6in","5","6.000","1.676400","F"
"1566","Cheech",,"Marin","5ft 6in","5","6.000","1.676400",
"1567","Jean",,"Marsh","5ft 6in","5","6.000","1.676400","F"
"1568","Penny",,"Marshall","5ft 6in","5","6.000","1.676400","F"
"1569","Anna","Maxwell","Martin","5ft 6in","5","6.000","1.676400","F"
"1570","Groucho",,"Marx","5ft 6in","5","6.000","1.676400",
"1571","Kari",,"Matchett","5ft 6in","5","6.000","1.676400","F"
"1572","Jenny",,"McCarthy","5ft 6in","5","6.000","1.676400","F"
"1573","Kelli",,"McCarty","5ft 6in","5","6.000","1.676400","F"
"1574","AnnaLynne",,"McCord","5ft 6in","5","6.000","1.676400",
"1575","Sylvester",,"McCoy","5ft 6in","5","6.000","1.676400","M"
"1576","Paul",,"McCrane","5ft 6in","5","6.000","1.676400","M"
"1577","Reba",,"McEntire","5ft 6in","5","6.000","1.676400","F"
"1578","Joseph",,"McFadden","5ft 6in","5","6.000","1.676400","M"
"1579","Leo",,"McKern","5ft 6in","5","6.000","1.676400","M"
"1580","Jayne",,"Middlemiss","5ft 6in","5","6.000","1.676400","F"
"1581","Penelope","Ann","Miller","5ft 6in","5","6.000","1.676400","F"
"1582","Rhona",,"Mitra","5ft 6in","5","6.000","1.676400","F"
"1583","Katherine",,"Moennig","5ft 6in","5","6.000","1.676400","F"
"1584","Gretchen",,"Mol","5ft 6in","5","6.000","1.676400","F"
"1585","Brian",,"Molko","5ft 6in","5","6.000","1.676400","M"
"1586","Jenny",,"Mollen","5ft 6in","5","6.000","1.676400","F"
"1587","Sophie",,"Monk","5ft 6in","5","6.000","1.676400","F"
"1588","Matt",,"Monro","5ft 6in","5","6.000","1.676400","M"
"1589","J","J","Moses","5ft 6in","5","6.000","1.676400",
"1590","Kate",,"Moss","5ft 6in","5","6.000","1.676400","F"
"1591","Diana",,"Muldaur","5ft 6in","5","6.000","1.676400","F"
"1592","Sheree",,"Murphy","5ft 6in","5","6.000","1.676400","F"
"1593","Ornella",,"Muti","5ft 6in","5","6.000","1.676400","F"
"1594","Eve",,"Myles","5ft 6in","5","6.000","1.676400","F"
"1595","Barbara",,"Nedeljakova","5ft 6in","5","6.000","1.676400","F"
"1596","Olivia","Newton","John","5ft 6in","5","6.000","1.676400","F"
"1597","Andy",,"Nyman","5ft 6in","5","6.000","1.676400","F"
"1598","Masi",,"Oka","5ft 6in","5","6.000","1.676400",
"1599","Al",,"Pacino","5ft 6in","5","6.000","1.676400","M"
"1600","Zoie",,"Palmer","5ft 6in","5","6.000","1.676400","F"
"1601","Danielle",,"Panabaker","5ft 6in","5","6.000","1.676400","F"
"1602","Sarah",,"Paulson","5ft 6in","5","6.000","1.676400","F"
"1603","Suzi",,"Perry","5ft 6in","5","6.000","1.676400","F"
"1604","Michelle",,"Pfeiffer","5ft 6in","5","6.000","1.676400","F"
"1605","Regis",,"Philbin","5ft 6in","5","6.000","1.676400","M"
"1606","Busy",,"Phillips","5ft 6in","5","6.000","1.676400",
"1607","Dominique",,"Pinon","5ft 6in","5","6.000","1.676400","F"
"1608","Gary",,"Player","5ft 6in","5","6.000","1.676400","M"
"1609","Donald",,"Pleasance","5ft 6in","5","6.000","1.676400","M"
"1610","Michael","J.","Pollard","5ft 6in","5","6.000","1.676400","M"
"1611","Teri",,"Polo","5ft 6in","5","6.000","1.676400","F"
"1612","Ellen",,"Pompeo","5ft 6in","5","6.000","1.676400","F"
"1613","Eva",,"Pope","5ft 6in","5","6.000","1.676400","F"
"1614","Cole",,"Porter","5ft 6in","5","6.000","1.676400","M"
"1615","Patricia",,"Potter","5ft 6in","5","6.000","1.676400","F"
"1616","Cynthia",,"Preston","5ft 6in","5","6.000","1.676400","F"
"1617","Kelly",,"Preston","5ft 6in","5","6.000","1.676400","F"
"1618","Victoria",,"Principal","5ft 6in","5","6.000","1.676400","F"
"1619","Pauline",,"Quirke","5ft 6in","5","6.000","1.676400","F"
"1620","Pauline",,"Quirke","5ft 6in","5","6.000","1.676400","F"
"1621","Gilda",,"Radner","5ft 6in","5","6.000","1.676400","F"
"1622","Claude",,"Rains","5ft 6in","5","6.000","1.676400","F"
"1623","Mary","Lynn","Rajskub","5ft 6in","5","6.000","1.676400","F"
"1624","Victor",,"Rasuk","5ft 6in","5","6.000","1.676400","M"
"1625","Navi",,"Rawat","5ft 6in","5","6.000","1.676400",
"1626","Kelly",,"Reilly","5ft 6in","5","6.000","1.676400","F"
"1627","Alfonso",,"Ribeiro","5ft 6in","5","6.000","1.676400","M"
"1628","Wendy",,"Richard","5ft 6in","5","6.000","1.676400","F"
"1629","Claire",,"Richards","5ft 6in","5","6.000","1.676400","F"
"1630","Lisa",,"Rinna","5ft 6in","5","6.000","1.676400","F"
"1631","Natalie",,"Robb","5ft 6in","5","6.000","1.676400","F"
"1632","Samantha",,"Robson","5ft 6in","5","6.000","1.676400","F"
"1633","Kelly",,"Rowan","5ft 6in","5","6.000","1.676400","F"
"1634","Gena",,"Rowlands","5ft 6in","5","6.000","1.676400","F"
"1635","Saul",,"Rubinek","5ft 6in","5","6.000","1.676400","M"
"1636","Camilla",,"Rutherford","5ft 6in","5","6.000","1.676400","F"
"1637","Katee",,"Sackhoff","5ft 6in","5","6.000","1.676400","F"
"1638","Melissa",,"Sagemiller","5ft 6in","5","6.000","1.676400","F"
"1639","Pamela",,"Salem","5ft 6in","5","6.000","1.676400","F"
"1640","Hiroyuki",,"Sanada","5ft 6in","5","6.000","1.676400",
"1641","Ellen",,"Sandweiss","5ft 6in","5","6.000","1.676400","F"
"1642","Susan",,"Sarandon","5ft 6in","5","6.000","1.676400","F"
"1643","Kaya",,"Scodelario","5ft 6in","5","6.000","1.676400",
"1644","Jenny",,"Seagrove","5ft 6in","5","6.000","1.676400","F"
"1645","Lea",,"Seydoux","5ft 6in","5","6.000","1.676400","F"
"1646","Vinessa",,"Shaw","5ft 6in","5","6.000","1.676400",
"1647","Parry",,"Shen","5ft 6in","5","6.000","1.676400","M"
"1648","Maggie",,"Siff","5ft 6in","5","6.000","1.676400","F"
"1649","John",,"Singleton","5ft 6in","5","6.000","1.676400","M"
"1650","Courtney","Thorne","Smith","5ft 6in","5","6.000","1.676400","F"
"1651","Rena",,"Sofer","5ft 6in","5","6.000","1.676400","F"
"1652","John",,"Spencer","5ft 6in","5","6.000","1.676400","M"
"1653","Joseph",,"Stalin","5ft 6in","5","6.000","1.676400","M"
"1654","Ringo",,"Starr","5ft 6in","5","6.000","1.676400",
"1655","Gwen",,"Stefani","5ft 6in","5","6.000","1.676400","F"
"1656","Debra",,"Stephenson","5ft 6in","5","6.000","1.676400","F"
"1657","Jessica",,"Stevenson","5ft 6in","5","6.000","1.676400","F"
"1658","Emma",,"Stone","5ft 6in","5","6.000","1.676400","F"
"1659","Madeleine",,"Stowe","5ft 6in","5","6.000","1.676400","F"
"1660","Meryl",,"Streep","5ft 6in","5","6.000","1.676400","F"
"1661","David",,"Suchet","5ft 6in","5","6.000","1.676400","M"
"1662","Alison",,"Sudol","5ft 6in","5","6.000","1.676400","F"
"1663","Dominique",,"Swain","5ft 6in","5","6.000","1.676400","F"
"1664","Hilary",,"Swank","5ft 6in","5","6.000","1.676400","F"
"1665","Loretta",,"Swit","5ft 6in","5","6.000","1.676400","F"
"1666","Said",,"Taghmaoui","5ft 6in","5","6.000","1.676400",
"1667","George",,"Takei","5ft 6in","5","6.000","1.676400","M"
"1668","Amber",,"Tamblyn","5ft 6in","5","6.000","1.676400","F"
"1669","Christine",,"Taylor","5ft 6in","5","6.000","1.676400","F"
"1670","Kristin","Scott","Thomas","5ft 6in","5","6.000","1.676400","F"
"1671","Meg",,"Tilly","5ft 6in","5","6.000","1.676400","F"
"1672","Ian",,"Tracey","5ft 6in","5","6.000","1.676400","M"
"1673","Michelle",,"Trachtenberg","5ft 6in","5","6.000","1.676400","F"
"1674","Antje",,"Traue","5ft 6in","5","6.000","1.676400","F"
"1675","Anthea",,"Turner","5ft 6in","5","6.000","1.676400","F"
"1676","Twiggy",,,"5ft 6in","5","6.000","1.676400",
"1677","Judy",,"Tylor","5ft 6in","5","6.000","1.676400","F"
"1678","Ricky",,"Ullman","5ft 6in","5","6.000","1.676400","M"
"1679","Laura",,"Vandervoort","5ft 6in","5","6.000","1.676400","F"
"1680","Nia",,"Vardalos","5ft 6in","5","6.000","1.676400","F"
"1681","Paz",,"Vega","5ft 6in","5","6.000","1.676400","F"
"1682","Carol",,"Vorderman","5ft 6in","5","6.000","1.676400","F"
"1683","Caitlin",,"Wachs","5ft 6in","5","6.000","1.676400","F"
"1684","Sonya",,"Walger","5ft 6in","5","6.000","1.676400","F"
"1685","Polly",,"Walker","5ft 6in","5","6.000","1.676400","F"
"1686","Amelia",,"Warner","5ft 6in","5","6.000","1.676400","F"
"1687","Jason",,"Watkins","5ft 6in","5","6.000","1.676400","M"
"1688","Rachel",,"Weisz","5ft 6in","5","6.000","1.676400","F"
"1689","Raquel",,"Welch","5ft 6in","5","6.000","1.676400","F"
"1690","Jodie",,"Whittaker","5ft 6in","5","6.000","1.676400","F"
"1691","Spice",,"Williams","5ft 6in","5","6.000","1.676400",
"1692","Vanessa",,"Williams","5ft 6in","5","6.000","1.676400","F"
"1693","Oprah",,"Winfrey","5ft 6in","5","6.000","1.676400","F"
"1694","Henry",,"Winkler","5ft 6in","5","6.000","1.676400","M"
"1695","Kate",,"Winslet","5ft 6in","5","6.000","1.676400","F"
"1696","Evan","Rachel","Wood","5ft 6in","5","6.000","1.676400","M"
"1697","Bill",,"Wyman","5ft 6in","5","6.000","1.676400","M"
"1698","Loretta",,"Young","5ft 6in","5","6.000","1.676400","F"
"1699","Sean",,"Astin","5ft 6.25in","5","6.250","1.682750","M"
"1700","Ashley",,"Crow","5ft 6.25in","5","6.250","1.682750","F"
"1701","Gael","Garcia","Bernal","5ft 6.25in","5","6.250","1.682750","M"
"1702","Corey",,"Haim","5ft 6.25in","5","6.250","1.682750","M"
"1703","Jonah",,"Hill","5ft 6.25in","5","6.250","1.682750","M"
