airline,country,status
AirAsia,Malaysia,Active
AirAsia India,India,Active
AirAsia Japan,Japan,Inactive
AirAsia Philippines,Philippines,Active
AirAsia X,Malaysia,Active
AirBlue,Pakistan,Active
Airborne Express,USA,Inactive
Airbus Industrie,France,Active
AirCal,USA,Inactive
AirClass Airways,Spain,Inactive
Aircraft Africa Contracts,South Africa,Active
Aircraft Leasing Services,Kenya,Active
Aircruising Australia,Australia,Inactive
AirDC,Congo,Inactive
AIRES Colombia,Colombia,Inactive
Airest,Estonia,Active
AirExplore,Slovakia,Active
Airfast Indonesia,Indonesia,Active
Airfreight Express,United Kingdom,Inactive
Airgroup Havacilik,Turkey,Inactive
Airjet,Angola,Active
Airlift Service,Macedonia,Inactive
Airlinair,France,Active
Airlinair Portugal,Portugal,Inactive
Airlines of PNG,Papua New Guinea,Active
Airlink,Papua New Guinea,Active
Airborne Express,USA,Inactive
Airbus Industrie,France,Active
AirCal,USA,Inactive
AirClass Airways,Spain,Inactive
Aircraft Africa Contracts,South Africa,Active
Aircraft Leasing Services,Kenya,Active
Aircruising Australia,Australia,Inactive
AirDC,Congo,Inactive
AIRES Colombia,Colombia,Inactive
Airest,Estonia,Active
AirExplore,Slovakia,Active
Airfast Indonesia,Indonesia,Active
Airfreight Express,United Kingdom,Inactive
Airgroup Havacilik,Turkey,Inactive
Airjet,Angola,Active
Airlift Service,Macedonia,Inactive
Airlinair,France,Active
Airlinair Portugal,Portugal,Inactive
Airlines of PNG,Papua New Guinea,Active
Airlink,Papua New Guinea,Active
Airmark Aviation,USA,Inactive
Airmark Indonesia,Indonesia,Inactive
AirMundo Miami Cargo,Mexico,Inactive
Airnorth Regional,Australia,Active
Airphil Express,Philippines,Inactive
Airquarius Aviation,South Africa,Inactive
Airtours,United Kingdom,Inactive
airTran,USA,Active
AirVolga,Russia,Inactive
Airways Int Cymru,United Kingdom,Inactive
Airwork,New Zealand,Active
Airworld,United Kingdom,Inactive
Ajet,Cyprus,Inactive
Ak Bars Aero,Russia,Active
Akdeniz Airlines,Turkey,Inactive
Al Jaber Aviation,United Arab Emirates,Active
Al Sayegh Airlines,United Arab Emirates,Inactive
Al-Naser Airlines,Iraq,Active
Aladia,Mexico,Inactive
Alajnihah Airways,Libya,Inactive
Airmark Aviation,USA,Inactive
Airmark Indonesia,Indonesia,Inactive
AirMundo Miami Cargo,Mexico,Inactive
Airnorth Regional,Australia,Active
Airphil Express,Philippines,Inactive
Airquarius Aviation,South Africa,Inactive
Airtours,United Kingdom,Inactive
airTran,USA,Active
AirVolga,Russia,Inactive
Airways Int Cymru,United Kingdom,Inactive
Airwork,New Zealand,Active
Airworld,United Kingdom,Inactive
Ajet,Cyprus,Inactive
Ak Bars Aero,Russia,Active
Akdeniz Airlines,Turkey,Inactive
Al Jaber Aviation,United Arab Emirates,Active
Al Sayegh Airlines,United Arab Emirates,Inactive
Al-Naser Airlines,Iraq,Active
Aladia,Mexico,Inactive
Alajnihah Airways,Libya,Inactive
Alandia Air,Finland,Active
ALAS Nacionales,Dominican Republic,Inactive
Alaska Airlines,USA,Active
Alaska Central Express,USA,Inactive
Albanian Airlines,Albania,Inactive
Albarka Air,Nigeria,Inactive
AlbaStar,Spain,Active
Albatros Airlines,Venezuela,Active
Albatros Airlines Turkey,Turkey,Inactive
Albatros Airways,Albania,Inactive
Alexandair,Greece,Inactive
Alexandria Airlines,Egypt,Active
Alfa Air Services,Romania,Inactive
Algerian Government,Algeria,Active
Aliadriatica,Italy,Inactive
Alisarda,Italy,Inactive
Alisea Airlines,Italy,Inactive
Alitalia,Italy,Active
Alitalia CityLiner,Italy,Active
Alitalia Express,Italy,Inactive
Alandia Air,Finland,Active
ALAS Nacionales,Dominican Republic,Inactive
Alaska Airlines,USA,Active
Alaska Central Express,USA,Inactive
Albanian Airlines,Albania,Inactive
Albarka Air,Nigeria,Inactive
AlbaStar,Spain,Active
Albatros Airlines,Venezuela,Active
Albatros Airlines Turkey,Turkey,Inactive
Albatros Airways,Albania,Inactive
Alexandair,Greece,Inactive
Alexandria Airlines,Egypt,Active
Alfa Air Services,Romania,Inactive
Algerian Government,Algeria,Active
Aliadriatica,Italy,Inactive
Alisarda,Italy,Inactive
Alisea Airlines,Italy,Inactive
Alitalia,Italy,Active
Alitalia CityLiner,Italy,Active
Alitalia Express,Italy,Inactive
All Leisure Airways,Guatemala,Inactive
All Nippon Airways,Japan,Active
Allegheny,USA,Inactive
Allegiance Air,South Africa,Active
Allegiant Air,USA,Active
Allegro Airlines,Mexico,Inactive
Alliance Air,India,Inactive
Alliance Airlines,Australia,Active
Allied Air,Nigeria,Active
ALM,Netherlands Antilles,Inactive
ALMA de Mexico,Mexico,Inactive
Almasria Universal,Egypt,Active
Almasria Universal Airlines,Egypt,Inactive
Aloha Air Cargo,USA,Active
Aloha Airlines,USA,Inactive
Alpha Express Airlines,Latvia,Active
Alpha Star,Saudia Arabia,Active
Alpi Eagles,Italy,Inactive
Alpine Air,USA,Inactive
Alrosa Mirny Air Enterprise,Russia,Active
All Leisure Airways,Guatemala,Inactive
All Nippon Airways,Japan,Active
Allegheny,USA,Inactive
Allegiance Air,South Africa,Active
Allegiant Air,USA,Active
Allegro Airlines,Mexico,Inactive
Alliance Air,India,Inactive
Alliance Airlines,Australia,Active
Allied Air,Nigeria,Active
ALM,Netherlands Antilles,Inactive
ALMA de Mexico,Mexico,Inactive
Almasria Universal,Egypt,Active
Almasria Universal Airlines,Egypt,Inactive
Aloha Air Cargo,USA,Active
Aloha Airlines,USA,Inactive
Alpha Express Airlines,Latvia,Active
Alpha Star,Saudia Arabia,Active
Alpi Eagles,Italy,Inactive
Alpine Air,USA,Inactive
Alrosa Mirny Air Enterprise,Russia,Active
Alsace Exel,Netherlands,Inactive
Alsair,France,Inactive
Alsavia,France,Inactive
Alsie Express,Denmark,Active
Alwafeer Air,Saudia Arabia,Inactive
Alyemda,Yemen,Inactive
Amakusa Airlines,Japan,Active
Amann Aviation,Australia,Inactive
Amapola Flyg,Sweden,Active
Amaszonas,Bolivia,Active
Ambassadair,USA,Inactive
Ambassador,United Kingdom,Inactive
Amber Air,Lithuania,Inactive
Amberair,United Kingdom,Inactive
AMC,Egypt,Active
Amerer Air,Austria,Inactive
America Air,Brazil,Inactive
America West Airlines,USA,Inactive
American Airlines,USA,Active
American Eagle,USA,Active
Alsace Exel,Netherlands,Inactive
Alsair,France,Inactive
Alsavia,France,Inactive
Alsie Express,Denmark,Active
Alwafeer Air,Saudia Arabia,Inactive
Alyemda,Yemen,Inactive
Amakusa Airlines,Japan,Active
Amann Aviation,Australia,Inactive
Amapola Flyg,Sweden,Active
Amaszonas,Bolivia,Active
Ambassadair,USA,Inactive
Ambassador,United Kingdom,Inactive
Amber Air,Lithuania,Inactive
Amberair,United Kingdom,Inactive
AMC,Egypt,Active
Amerer Air,Austria,Inactive
America Air,Brazil,Inactive
America West Airlines,USA,Inactive
American Airlines,USA,Active
American Eagle,USA,Active
American Express Bank,USA,Inactive
American Falcon,Argentina,Inactive
American Int Airways,USA,Inactive
American Jet,Argentina,Active
American Trans Air,USA,Inactive
Americana de Aviation,Peru,Inactive
Ameriflight,USA,Active
Amerijet International,USA,Active
Ameristar,USA,Active
Amiri Flight,United Arab Emirates,Active
Amora Flight Charter,Singapore,Inactive
Amsterdam Airlines,Netherlands,Inactive
ANA Wings,Japan,Active
AnadoluJet,Turkey,Active
Andalus Lineas Aereas,Spain,Inactive
Andalusair,Spain,Inactive
Andes Lineas Aereas,Argentina,Active
Andesmar Lineas Aereas,Argentina,Inactive
Angel Air,Thailand,Inactive
Angel Airlines,Thailand,Inactive
American Express Bank,USA,Inactive
American Falcon,Argentina,Inactive
American Int Airways,USA,Inactive
American Jet,Argentina,Active
American Trans Air,USA,Inactive
Americana de Aviation,Peru,Inactive
Ameriflight,USA,Active
Amerijet International,USA,Active
Ameristar,USA,Active
Amiri Flight,United Arab Emirates,Active
Amora Flight Charter,Singapore,Inactive
Amsterdam Airlines,Netherlands,Inactive
ANA Wings,Japan,Active
AnadoluJet,Turkey,Active
Andalus Lineas Aereas,Spain,Inactive
Andalusair,Spain,Inactive
Andes Lineas Aereas,Argentina,Active
Andesmar Lineas Aereas,Argentina,Inactive
Angel Air,Thailand,Inactive
Angel Airlines,Thailand,Inactive
Angkor Airways,Cambodia,Inactive
Anglo Cargo,United Kingdom,Inactive
Angola Air Charter,Angola,Active
Angola Government,Angola,Inactive
Anic Airways,Croatia,Inactive
Ankair,Turkey,Inactive
Ansett Airlines,Australia,Inactive
Ansett Australia,Australia,Inactive
Ansett Express,Australia,Inactive
Ansett New Zealand,New Zealand,Inactive
Ansett W.A.,Australia,Inactive
Antinea Airlines,Algeria,Inactive
Antrak Air Ghana,Ghana,Active
AOM French Airlines,France,Inactive
APA,Dominican Republic,Inactive
Apollo Airlines,Greece,Inactive
Aqaba Arlines,Jordan,Inactive
Arab International,Egypt,Inactive
Arab Wings,Jordan,Active
ARAMCO,Saudia Arabia,Active
Angkor Airways,Cambodia,Inactive
Anglo Cargo,United Kingdom,Inactive
Angola Air Charter,Angola,Active
Angola Government,Angola,Inactive
Anic Airways,Croatia,Inactive
Ankair,Turkey,Inactive
Ansett Airlines,Australia,Inactive
Ansett Australia,Australia,Inactive
Ansett Express,Australia,Inactive
Ansett New Zealand,New Zealand,Inactive
Ansett W.A.,Australia,Inactive
Antinea Airlines,Algeria,Inactive
Antrak Air Ghana,Ghana,Active
AOM French Airlines,France,Inactive
APA,Dominican Republic,Inactive
Apollo Airlines,Greece,Inactive
Aqaba Arlines,Jordan,Inactive
Arab International,Egypt,Inactive
Arab Wings,Jordan,Active
ARAMCO,Saudia Arabia,Active
Ararat International Airways,Armenia,Active
ARAVCO,United Kingdom,Active
Aravco,United Kingdom,Active
Arca Aerovias Colombianas,Colombia,Inactive
Archana Airways,India,Inactive
Arctic Sunwest Charters,Canada,Active
ARG,Argentina,Inactive
Argentine Gvmt,Argentina,Active
Aria Air,Iran,Inactive
Ariana Afghan Airlines,Afghanistan,Active
Arik Air,Nigeria,Active
Arion Carvalho Vinhaes,Japan,Inactive
Arizona Express Airlines,USA,Active
ARjet Airlines,Argentina,Inactive
Ark Airways,Armenia,Inactive
Arkas SA,Colombia,Inactive
ArkeFly,Netherlands,Active
Arkia,Israel,Active
ArmAvia,Armenia,Inactive
Armenian Airlines,Armenia,Inactive
Ararat International Airways,Armenia,Active
ARAVCO,United Kingdom,Active
Aravco,United Kingdom,Active
Arca Aerovias Colombianas,Colombia,Inactive
Archana Airways,India,Inactive
Arctic Sunwest Charters,Canada,Active
ARG,Argentina,Inactive
Argentine Gvmt,Argentina,Active
Aria Air,Iran,Inactive
Ariana Afghan Airlines,Afghanistan,Active
Arik Air,Nigeria,Active
Arion Carvalho Vinhaes,Japan,Inactive
Arizona Express Airlines,USA,Active
ARjet Airlines,Argentina,Inactive
Ark Airways,Armenia,Inactive
Arkas SA,Colombia,Inactive
ArkeFly,Netherlands,Active
Arkia,Israel,Active
ArmAvia,Armenia,Inactive
Armenian Airlines,Armenia,Inactive
Armenian International Airways,Armenia,Inactive
Arnoro,Bosnia-Hercegovina,Inactive
Arrow Air,USA,Inactive
ART Aviation,Austria,Active
Aruba Airlines,Aruba,Active
ArubaExel,Aruba,Inactive
Aryan Cargo Express,India,Active
Asasco,Saudia Arabia,Inactive
Asecna,Madagascar,Active
ASERCA,Venezuela,Active
Asia Alpha Airways,Kyrgyzstan,Inactive
Asia Atlantic Airlines,Thailand,Active
Asia Aviation Service,Taiwan,Inactive
Asia Continental Airlines,Kazakhstan,Inactive
Asia Pacific Airlines,Papua New Guinea,Active
Asia Wings,Kazakhstan,Inactive
Asian Air,Thailand,Active
Asian Express Airline,Tajikistan,Active
Asian Spirit,Philippines,Inactive
Asian Wings Airways,Myanmar,Active
Armenian International Airways,Armenia,Inactive
Arnoro,Bosnia-Hercegovina,Inactive
Arrow Air,USA,Inactive
ART Aviation,Austria,Active
Aruba Airlines,Aruba,Active
ArubaExel,Aruba,Inactive
Aryan Cargo Express,India,Active
Asasco,Saudia Arabia,Inactive
Asecna,Madagascar,Active
ASERCA,Venezuela,Active
Asia Alpha Airways,Kyrgyzstan,Inactive
Asia Atlantic Airlines,Thailand,Active
Asia Aviation Service,Taiwan,Inactive
Asia Continental Airlines,Kazakhstan,Inactive
Asia Pacific Airlines,Papua New Guinea,Active
Asia Wings,Kazakhstan,Inactive
Asian Air,Thailand,Active
Asian Express Airline,Tajikistan,Active
Asian Spirit,Philippines,Inactive
Asian Wings Airways,Myanmar,Active
Asiana Airlines,South Korea,Active
Asky,Togo,Active
Aspen Airways,USA,Inactive
Associated Aviation,Nigeria,Active
Astar Air Cargo,USA,Inactive
Astoria Airlines,Switzerland,Inactive
Astra Airlines,Switzerland,Inactive
Astra Airlines Greece,Greece,Active
Astraeus,United Kingdom,Inactive
Astro Air Philippines,Philippines,Active
ATA Airlines,USA,Inactive
ATA Airlines Iran,Iran,Active
ATA Brasil,Brazil,Inactive
Athabaska Airways,Canada,Inactive
Athens Airways,Greece,Inactive
ATI,Italy,Inactive
Atlant-Soyuz Airlines,Russia,Inactive
Atlantic Airlines,United Kingdom,Active
Atlantic Airlines de Honduras,Honduras,Active
Atlantic Airways,Denmark,Active
Asiana Airlines,South Korea,Active
Asky,Togo,Active
Aspen Airways,USA,Inactive
Associated Aviation,Nigeria,Active
Astar Air Cargo,USA,Inactive
Astoria Airlines,Switzerland,Inactive
Astra Airlines,Switzerland,Inactive
Astra Airlines Greece,Greece,Active
Astraeus,United Kingdom,Inactive
Astro Air Philippines,Philippines,Active
ATA Airlines,USA,Inactive
ATA Airlines Iran,Iran,Active
ATA Brasil,Brazil,Inactive
Athabaska Airways,Canada,Inactive
Athens Airways,Greece,Inactive
ATI,Italy,Inactive
Atlant-Soyuz Airlines,Russia,Inactive
Atlantic Airlines,United Kingdom,Active
Atlantic Airlines de Honduras,Honduras,Active
Atlantic Airways,Denmark,Active
Atlantic Airways Chile,Chile,Active
Atlantic Coast Airlines,USA,Inactive
Atlantic Express Airlines,Gambia,Inactive
Atlantic Southeast Airlines,USA,Inactive
Atlantique Air Assistance,France,Inactive
Atlas Air,USA,Active
Atlas Blue,Morocco,Inactive
Atlas Jet,Turkey,Active
Atlasjet Ukraine,Ukraine,Active
Atrak Air,Iran,Active
Atran-Aviatrans Cargo Airlines,Russia,Active
ATSA Aero Transporte,Peru,Active
Audeli,Spain,Inactive
Augsburg Airways,Germany,Inactive
Aurela,Lithuania,Inactive
Aurigny Air Services,United Kingdom,Active
Aurora,Russia,Active
Aurora Airlines,Slovenia,Inactive
Austral,Argentina,Active
Australia Asia Airlines,Australia,Inactive
Atlantic Airways Chile,Chile,Active
Atlantic Coast Airlines,USA,Inactive
Atlantic Express Airlines,Gambia,Inactive
Atlantic Southeast Airlines,USA,Inactive
Atlantique Air Assistance,France,Inactive
Atlas Air,USA,Active
Atlas Blue,Morocco,Inactive
Atlas Jet,Turkey,Active
Atlasjet Ukraine,Ukraine,Active
Atrak Air,Iran,Active
Atran-Aviatrans Cargo Airlines,Russia,Active
ATSA Aero Transporte,Peru,Active
Audeli,Spain,Inactive
Augsburg Airways,Germany,Inactive
Aurela,Lithuania,Inactive
Aurigny Air Services,United Kingdom,Active
Aurora,Russia,Active
Aurora Airlines,Slovenia,Inactive
Austral,Argentina,Active
Australia Asia Airlines,Australia,Inactive
Australian Air Express,Australia,Active
Australian Airlines,Australia,Inactive
Australian Airlines 2002,Australia,Inactive
Australian Government,Australia,Inactive
Austrian Air Services,Austria,Inactive
Austrian Airlines,Austria,Active
Austrian Arrows,Austria,Active
Austro Aereo,Ecuador,Inactive
Austrojet,Austria,Inactive
AV Cargo Airlines,Zimbabwe,Active
AV8Air,United Kingdom,Inactive
Avant Airlines,Chile,Inactive
Avanti Air,Germany,Active
AVCOM,Russia,Inactive
Avcon Jet,Austria,Active
AVE.com,United Arab Emirates,Inactive
Avensa,Venezuela,Inactive
Avia Airlines,South Africa,Inactive
Avia Nova,Russia,Inactive
Avia Traffic Company Kyrgyzstan,Kyrgyzstan,Active
Australian Air Express,Australia,Active
Australian Airlines,Australia,Inactive
Australian Airlines 2002,Australia,Inactive
Australian Government,Australia,Inactive
Austrian Air Services,Austria,Inactive
Austrian Airlines,Austria,Active
Austrian Arrows,Austria,Active
Austro Aereo,Ecuador,Inactive
Austrojet,Austria,Inactive
AV Cargo Airlines,Zimbabwe,Active
AV8Air,United Kingdom,Inactive
Avant Airlines,Chile,Inactive
Avanti Air,Germany,Active
AVCOM,Russia,Inactive
Avcon Jet,Austria,Active
AVE.com,United Arab Emirates,Inactive
Avensa,Venezuela,Inactive
Avia Airlines,South Africa,Inactive
Avia Nova,Russia,Inactive
Avia Traffic Company Kyrgyzstan,Kyrgyzstan,Active
Aviacion Del Noroeste,Mexico,Inactive
Aviaco,Spain,Inactive
Aviacsa,Mexico,Inactive
Avianca,Colombia,Active
Avianca Brasil,Brazil,Active
Avianca Cargo,Colombia,Active
Aviandina,Peru,Inactive
Avianova,Italy,Inactive
Aviaprad,Russia,Inactive
Aviastar Mandiri,Indonesia,Active
Aviateca,Guatemala,Active
Aviation Link,Saudia Arabia,Active
Aviators,India,Inactive
Aviatrans K,Ukraine,Active
Avient,Zimbabwe,Inactive
Aviogenex,Yugoslavia,Active
Avioimpex,Macedonia,Inactive
Aviolet,Serbia,Active
Avion Express,Lithuania,Active
AvioQuintana,Mexico,Inactive
Aviacion Del Noroeste,Mexico,Inactive
Aviaco,Spain,Inactive
Aviacsa,Mexico,Inactive
Avianca,Colombia,Active
Avianca Brasil,Brazil,Active
Avianca Cargo,Colombia,Active
Aviandina,Peru,Inactive
Avianova,Italy,Inactive
Aviaprad,Russia,Inactive
Aviastar Mandiri,Indonesia,Active
Aviateca,Guatemala,Active
Aviation Link,Saudia Arabia,Active
Aviators,India,Inactive
Aviatrans K,Ukraine,Active
Avient,Zimbabwe,Inactive
Aviogenex,Yugoslavia,Active
Avioimpex,Macedonia,Inactive
Aviolet,Serbia,Active
Avion Express,Lithuania,Active
AvioQuintana,Mexico,Inactive
Avior Airlines,Venezuela,Active
Avior Express,Venezuela,Active
Aviosarda,Italy,Inactive
Avirex-Gabon,Gabon,Inactive
Avitrans Nordic AB,Sweden,Inactive
Avolar Aerolineas,Mexico,Inactive
AVSA,Peru,Inactive
Awair,Indonesia,Inactive
Awesome Aviation,South Africa,Active
Axiom Air,Nigeria,Active
Axis Airways,France,Inactive
Axon Airlines,Greece,Inactive
Azerbaijan Airlines,Azerbaijan,Active
Azman Air,Nigeria,Active
Azmar Airlines,Iraq,Inactive
Azul Linhas Aereas,Brazil,Active
Azur Skies,USA,Inactive
Azzurra Air,Italy,Inactive
Avior Airlines,Venezuela,Active
Avior Express,Venezuela,Active
Aviosarda,Italy,Inactive
Avirex-Gabon,Gabon,Inactive
Avitrans Nordic AB,Sweden,Inactive
Avolar Aerolineas,Mexico,Inactive
AVSA,Peru,Inactive
Awair,Indonesia,Inactive
Awesome Aviation,South Africa,Active
Axiom Air,Nigeria,Active
Axis Airways,France,Inactive
Axon Airlines,Greece,Inactive
Azerbaijan Airlines,Azerbaijan,Active
Azman Air,Nigeria,Active
Azmar Airlines,Iraq,Inactive
Azul Linhas Aereas,Brazil,Active
Azur Skies,USA,Inactive
Azzurra Air,Italy,Inactive
BA CityFlyer,United Kingdom,Active
BA Connect,United Kingdom,Inactive
Baboo,Switzerland,Inactive
BAC Express Airlines,United Kingdom,Inactive
Badr Airlines,Sudan,Active
Bae,United Kingdom,Active
Bahamasair,Bahamas,Active
Bahrain Air,Bahrain,Inactive
Bahrain Executive,Bahrain,Inactive
Bahrein Ameri Flight,Bahrain,Active
Bahrein Gvmt,Bahrain,Active
Baikal Airlines,Russia,Inactive
Balair,Switzerland,Inactive
Bali Air,Indonesia,Inactive
Balkan,Bulgaria,Inactive
Balkan Air Tour,Bulgaria,Inactive
Ball,Ireland,Inactive
Baltia Air Lines,USA,Inactive
Bangkok Airways,Thailand,Active
Bar Harbor Airlines,USA,Inactive
Barnax Air,Nigeria,Inactive
Baron Air Cargo,Turkey,Inactive
Base Airlines,Netherlands,Inactive
Batavia,Indonesia,Inactive
Batik Air,Indonesia,Active
Bavaria,Germany,Inactive
Bayu Indonesia,Indonesia,Inactive
BCM,Spain,Inactive
Bearskin Airlines,Canada,Inactive
Bek Air,Kazakhstan,Active
Belair,Switzerland,Active
Belair Ile-de-France,France,Inactive
Belavia,Belarus,Active
Belgian Air Force,Belgium,Active
Belgium Exel,Belgium,Inactive
Belle Air,Albania,Inactive
Belle Air Europe,Italy,Inactive
Bellview Airlines,Nigeria,Active
Benelux Falcon,Belgium,Inactive
Benin Golf Air,Benin,Inactive
Barnax Air,Nigeria,Inactive
Baron Air Cargo,Turkey,Inactive
Base Airlines,Netherlands,Inactive
Batavia,Indonesia,Inactive
Batik Air,Indonesia,Active
Bavaria,Germany,Inactive
Bayu Indonesia,Indonesia,Inactive
